nom_instance,config,root_obj,obj_sol1,time_sol1,gap_sol1,time,solved,feas,opt,obj,LB,gap,nb_nodes,nb_cuts,valid
inst20_1_LIN_f5.txt,PIK ,"127,55",,,,"1000,00",0,,,,,,,,
inst20_1_LIN_f5.txt,PTK ,"127,59","232,61","561,55","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"219,84","130,11","40,82",50636,501,1
inst20_1_LIN_f5.txt,PITK ,"127,59",,,,"1000,00",0,,,,,,,,
inst20_2_LIN_f5.txt, ,"40,20","246,05","150,63","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"198,83","40,56","79,60",123762,0,1
inst20_2_LIN_f5.txt,I ,"40,20","248,65","948,30","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"200,58","40,31","79,90",50500,0,1
inst20_2_LIN_f5.txt,T ,"40,61","270,80","735,97","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"198,83","45,46","77,14",83000,0,1
inst20_2_LIN_f5.txt,K ,"40,20",,,,"1000,00",0,,,,,,,,
inst20_2_LIN_f5.txt,P ,"40,20",,,,"1000,00",0,,,,,,,,
inst20_2_LIN_f5.txt,ITK ,"40,61",,,,"1000,00",0,,,,,,,,
inst20_2_LIN_f5.txt,PIT ,"40,61",,,,"1000,00",0,,,,,,,,
inst20_2_LIN_f5.txt,PIK ,"40,20",,,,"1000,00",0,,,,,,,,
inst20_2_LIN_f5.txt,PTK ,"40,61","232,73","675,52","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"198,83","44,60","77,57",57865,501,1
inst20_2_LIN_f5.txt,PITK ,"40,61",,,,"1000,00",0,,,,,,,,
inst20_3_LIN_f5.txt, ,"54,13",,,,"1000,00",0,,,,,,,,
inst20_3_LIN_f5.txt,I ,"54,13","235,41","251,92","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"209,35","54,13","74,14",80700,0,1
inst20_3_LIN_f5.txt,T ,"54,14","236,37","664,59","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"209,27","55,75","73,36",115500,0,1
inst20_3_LIN_f5.txt,K ,"54,13",,,,"1000,00",0,,,,,,,,
inst20_3_LIN_f5.txt,P ,"54,13",,,,"1000,00",0,,,,,,,,
inst20_3_LIN_f5.txt,ITK ,"54,14",,,,"1000,00",0,,,,,,,,
inst20_3_LIN_f5.txt,PIT ,"54,14",,,,"1000,00",0,,,,,,,,
inst20_3_LIN_f5.txt,PIK ,"54,13",,,,"1000,00",0,,,,,,,,
inst20_3_LIN_f5.txt,PTK ,"54,14","234,27","686,30","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"209,27","54,43","73,99",38907,501,1
inst20_3_LIN_f5.txt,PITK ,"54,14","227,66","526,83","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"209,27","54,93","73,75",28415,501,1
inst20_4_LIN_f5.txt, ,"63,00","211,88","71,69","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"193,79","63,03","67,47",107100,0,1
inst20_4_LIN_f5.txt,I ,"63,00","209,64","58,90","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"193,79","63,02","67,48",95302,0,1
inst20_4_LIN_f5.txt,T ,"63,11","216,87","230,17","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"193,79","68,54","64,63",107100,0,1
inst20_4_LIN_f5.txt,K ,"63,00","213,53","15,70","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"193,79","63,35","67,31",135800,0,1
inst20_4_LIN_f5.txt,P ,"63,00","211,75","96,07","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"193,79","63,01","67,49",107500,501,1
inst20_4_LIN_f5.txt,ITK ,"63,11","226,16","24,84","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"193,79","67,70","65,07",79800,0,1
inst20_4_LIN_f5.txt,PIT ,"63,11","215,07","244,58","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"193,79","68,54","64,63",88600,501,1
inst20_4_LIN_f5.txt,PIK ,"63,00","228,91","92,70","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"193,79","63,00","67,49",36800,501,1
inst20_4_LIN_f5.txt,PTK ,"63,11","204,76","153,01","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"193,79","66,69","65,59",27287,501,1
inst20_4_LIN_f5.txt,PITK ,"63,11","210,22","382,32","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"193,80","68,54","64,63",16505,501,1
inst20_5_LIN_f5.txt, ,"38,11","248,01","103,54","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"207,98","38,11","81,67",156500,0,1
inst20_5_LIN_f5.txt,I ,"38,11",,,,"1000,00",0,,,,,,,,
inst20_5_LIN_f5.txt,T ,"38,32",,,,"1000,00",0,,,,,,,,
inst20_5_LIN_f5.txt,K ,"38,11","243,22","1,52","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"207,98","38,11","81,67",78462,0,1
inst20_5_LIN_f5.txt,P ,"38,11","244,13","191,77","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"207,98","38,13","81,67",214220,501,1
inst20_5_LIN_f5.txt,ITK ,"38,32","236,74","283,12","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"207,98","43,73","78,97",68000,0,1
inst20_5_LIN_f5.txt,PIT ,"38,32",,,,"1000,00",0,,,,,,,,
inst20_5_LIN_f5.txt,PIK ,"38,11","229,72","321,83","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"207,98","38,12","81,67",74700,500,1
inst20_5_LIN_f5.txt,PTK ,"38,32","243,27","498,76","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,01",1,1,0,"207,98","43,41","79,13",77788,501,1
inst20_5_LIN_f5.txt,PITK ,"38,32","243,35","18,22","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"207,98","45,12","78,31",52800,501,1
inst20_6_LIN_f5.txt, ,"5,80",,,,"1000,00",0,,,,,,,,
inst20_6_LIN_f5.txt,I ,"5,80","242,23","183,60","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"206,47","5,80","97,19",105441,0,1
inst20_6_LIN_f5.txt,T ,"5,83",,,,"1000,00",0,,,,,,,,
